id,adresse IP,site,temps passé
13050,51.242.153.8,YouTube,496.1
13051,51.242.153.8,Instagram,283.4
13052,26.3.201.58,Facebook,113.5
13053,26.3.201.58,Pinterest,78.2
13054,23.212.245.180,X,205.4
13055,23.212.245.180,LinkedIn,121.1
13056,23.212.245.180,YouTube,464.7
13057,23.212.245.180,Instagram,262.6
13058,23.212.245.180,WhatsApp,238.5
13059,23.212.245.180,Facebook,167.1
13060,254.83.42.68,Snapchat,349.4
13061,254.83.42.68,Facebook,219.6
13062,254.83.42.68,LinkedIn,155.6
13063,254.83.42.68,QQ,60.6
13064,254.83.42.68,Facebook Messenger,166.9
13065,254.83.42.68,X,123.5
13066,121.238.142.31,YouTube,540.9
13067,121.238.142.31,Facebook Messenger,233.8
13068,121.238.142.31,Twitch,74.7
13069,121.238.142.31,Snapchat,268.8
13070,135.75.126.45,Facebook Messenger,174.4
13071,135.75.126.45,WhatsApp,251.5
13072,135.75.126.45,Snapchat,223.7
13073,135.75.126.45,Instagram,352.8
13074,135.75.126.45,Facebook,195.1
13075,105.101.1.175,Instagram,371.9
13076,105.101.1.175,WeChat,98.6
13077,93.195.32.45,Facebook,183.2
13078,93.195.32.45,LinkedIn,192.1
13079,93.195.32.45,Snapchat,217.2
13080,93.195.32.45,WhatsApp,263.2
13081,47.34.60.110,QQ,53.8
13082,47.34.60.110,Facebook,208.3
13083,47.34.60.110,YouTube,426.6
13084,47.34.60.110,WhatsApp,280.1
13085,47.34.60.110,X,156.3
13086,47.34.60.110,Facebook Messenger,229.1
13087,47.34.60.110,Snapchat,157.3
13088,251.32.58.13,QQ,50.8
13089,251.32.58.13,X,148.7
13090,251.32.58.13,TikTok,386.6
13091,20.59.215.131,Facebook Messenger,156.9
13092,20.59.215.131,Twitch,77.6
13093,20.59.215.131,Snapchat,183.1
13094,20.59.215.131,WhatsApp,290.5
13095,20.59.215.131,QQ,51.7
13096,20.59.215.131,X,122.4
13097,20.59.215.131,WeChat,76.4
13098,20.59.215.131,Pinterest,79.7
13099,50.92.157.85,YouTube,617.1
13100,50.92.157.85,WeChat,114.1
13101,50.92.157.85,QQ,42.5
13102,50.92.157.85,TikTok,251.9
13103,33.65.89.4,X,154.0
13104,33.65.89.4,Snapchat,278.0
13105,33.65.89.4,Pinterest,142.1
13106,33.65.89.4,Twitch,123.7
13107,8.255.55.200,YouTube,323.2
13108,8.255.55.200,WhatsApp,392.0
13109,8.255.55.200,Facebook Messenger,145.3
13110,8.60.60.3,X,196.5
13111,8.60.60.3,TikTok,346.5
13112,8.60.60.3,Instagram,288.0
13113,8.60.60.3,Facebook,184.7
13114,119.97.212.181,Snapchat,222.9
13115,119.97.212.181,YouTube,620.4
13116,119.97.212.181,Pinterest,89.3
13117,132.126.188.148,QQ,59.6
13118,132.126.188.148,Facebook Messenger,139.9
13119,132.126.188.148,Snapchat,162.1
13120,132.126.188.148,X,175.6
13121,132.126.188.148,LinkedIn,156.5
13122,132.126.188.148,WhatsApp,207.1
13123,9.71.73.77,QQ,70.8
13124,9.71.73.77,WhatsApp,120.6
13125,97.6.102.33,Twitch,100.7
13126,237.112.65.57,Instagram,297.1
13127,237.112.65.57,Pinterest,85.8
13128,223.156.150.15,WeChat,129.2
13129,223.156.150.15,X,215.6
13130,223.156.150.15,Pinterest,83.4
13131,223.156.150.15,Facebook,158.1
13132,223.156.150.15,TikTok,136.5
13133,223.156.150.15,QQ,66.4
13134,223.156.150.15,Twitch,65.6
13135,133.105.113.61,WeChat,125.3
13136,173.24.213.87,LinkedIn,137.9
13137,173.24.213.87,Instagram,256.5
13138,173.24.213.87,X,202.8
13139,173.24.213.87,Pinterest,110.9
13140,254.115.99.246,Snapchat,253.4
13141,254.115.99.246,Facebook Messenger,124.9
13142,254.115.99.246,WeChat,138.5
13143,254.115.99.246,TikTok,409.9
13144,254.115.99.246,YouTube,551.8
13145,254.115.99.246,Pinterest,128.2
13146,131.106.230.24,QQ,34.5
13147,131.106.230.24,YouTube,488.3
13148,131.106.230.24,Pinterest,58.5
13149,131.106.230.24,Instagram,148.3
13150,131.106.230.24,WhatsApp,389.3
13151,131.106.230.24,Twitch,140.2
13152,131.106.230.24,LinkedIn,188.2
13153,184.196.124.28,Facebook,184.8
13154,184.196.124.28,WeChat,95.3
13155,184.196.124.28,Instagram,306.9
13156,184.196.124.28,LinkedIn,185.7
13157,247.228.208.122,TikTok,346.2
13158,247.228.208.122,QQ,28.7
13159,215.145.140.39,Pinterest,99.0
13160,215.145.140.39,LinkedIn,173.3
13161,215.145.140.39,WhatsApp,345.7
13162,215.145.140.39,YouTube,404.9
13163,215.145.140.39,Twitch,99.4
13164,215.145.140.39,Facebook Messenger,179.8
13165,215.145.140.39,QQ,58.1
13166,49.135.217.127,YouTube,691.9
13167,49.135.217.127,Pinterest,69.3
13168,49.135.217.127,Twitch,69.7
13169,49.135.217.127,LinkedIn,128.2
13170,49.135.217.127,WhatsApp,396.0
13171,49.135.217.127,Facebook Messenger,60.1
13172,49.135.217.127,WeChat,124.0
13173,49.135.217.127,TikTok,211.0
13174,238.8.189.88,Facebook Messenger,163.0
13175,238.8.189.88,LinkedIn,115.6
13176,30.66.63.195,Snapchat,212.2
13177,30.66.63.195,Facebook,192.4
13178,183.71.148.125,TikTok,184.5
13179,183.71.148.125,Facebook Messenger,152.7
13180,183.71.148.125,Facebook,94.1
13181,183.71.148.125,X,202.5
13182,183.71.148.125,LinkedIn,136.8
13183,183.71.148.125,WeChat,97.8
13184,183.71.148.125,Instagram,313.4
13185,55.172.98.194,YouTube,510.6
13186,55.172.98.194,TikTok,279.1
13187,55.172.98.194,Facebook,137.3
13188,55.172.98.194,Snapchat,263.7
13189,55.172.98.194,X,212.6
13190,55.172.98.194,LinkedIn,166.2
13191,168.160.235.83,QQ,60.8
13192,168.160.235.83,WhatsApp,243.8
13193,168.160.235.83,Pinterest,120.4
13194,168.160.235.83,Facebook Messenger,130.3
13195,209.51.21.209,Twitch,103.5
13196,209.51.21.209,Instagram,244.3
13197,209.51.21.209,TikTok,401.7
13198,209.51.21.209,Pinterest,85.9
13199,209.51.21.209,Snapchat,241.9
13200,143.175.192.92,LinkedIn,172.7
13201,143.175.192.92,TikTok,218.8
13202,143.175.192.92,Twitch,145.9
13203,143.175.192.92,Facebook Messenger,153.9
13204,143.175.192.92,WeChat,127.5
13205,143.175.192.92,WhatsApp,286.5
13206,143.175.192.92,Pinterest,128.0
13207,143.175.192.92,Facebook,147.2
13208,177.46.15.144,X,87.8
13209,177.46.15.144,WeChat,101.8
13210,177.46.15.144,QQ,47.4
13211,32.186.104.209,QQ,64.7
13212,96.74.180.192,Snapchat,260.8
13213,96.74.180.192,X,206.3
13214,96.74.180.192,Facebook,107.6
13215,96.74.180.192,QQ,65.6
13216,10.234.69.82,Instagram,309.2
13217,10.234.69.82,Pinterest,95.3
13218,10.234.69.82,WhatsApp,151.5
13219,10.234.69.82,Facebook Messenger,179.3
13220,10.234.69.82,Facebook,96.9
13221,10.234.69.82,X,254.1
13222,108.136.65.147,Twitch,97.9
13223,108.136.65.147,YouTube,636.0
13224,108.136.65.147,LinkedIn,162.8
13225,108.136.65.147,Snapchat,281.1
13226,108.136.65.147,Facebook Messenger,226.2
13227,108.136.65.147,TikTok,478.4
13228,108.136.65.147,Pinterest,98.3
13229,7.148.236.58,Instagram,253.9
13230,7.148.236.58,WhatsApp,388.1
13231,7.148.236.58,Pinterest,106.7
13232,7.148.236.58,TikTok,386.3
13233,171.109.79.94,Snapchat,237.1
13234,171.109.79.94,TikTok,341.7
13235,171.109.79.94,X,239.7
13236,171.109.79.94,LinkedIn,166.1
13237,171.109.79.94,Facebook,145.5
13238,171.109.79.94,YouTube,454.6
13239,171.109.79.94,Pinterest,107.0
13240,171.109.79.94,WhatsApp,409.2
13241,15.179.232.102,LinkedIn,196.3
13242,100.233.120.34,WhatsApp,300.4
13243,100.233.120.34,Facebook Messenger,156.0
13244,79.125.102.171,Facebook Messenger,106.6
13245,79.125.102.171,Snapchat,197.9
13246,79.125.102.171,Pinterest,71.5
13247,79.125.102.171,Twitch,103.4
13248,79.125.102.171,LinkedIn,167.5
13249,79.125.102.171,TikTok,276.8
13250,229.70.202.63,LinkedIn,130.3
13251,229.70.202.63,Facebook,153.7
13252,229.70.202.63,YouTube,488.9
13253,106.101.130.233,TikTok,299.9
13254,34.90.117.33,WhatsApp,265.1
13255,34.90.117.33,Facebook,145.3
13256,34.90.117.33,TikTok,242.1
13257,29.160.102.102,WhatsApp,207.6
13258,29.160.102.102,Facebook Messenger,64.4
13259,29.160.102.102,WeChat,87.4
13260,29.160.102.102,TikTok,334.4
13261,29.160.102.102,Pinterest,86.0
13262,67.182.185.253,Facebook Messenger,98.6
13263,67.182.185.253,Snapchat,126.2
13264,67.182.185.253,Pinterest,77.1
13265,67.182.185.253,Twitch,63.7
13266,67.182.185.253,Instagram,399.2
13267,67.182.185.253,Facebook,240.2
13268,238.139.185.42,Instagram,391.0
13269,238.139.185.42,LinkedIn,186.0
13270,59.47.88.223,YouTube,350.0
13271,59.47.88.223,Twitch,100.5
13272,175.78.127.55,LinkedIn,151.0
13273,175.78.127.55,X,173.0
13274,175.78.127.55,Instagram,341.4
13275,175.78.127.55,QQ,41.2
13276,84.15.146.113,TikTok,413.0
13277,84.15.146.113,Facebook Messenger,179.3
13278,84.15.146.113,Facebook,97.2
13279,84.15.146.113,X,182.5
13280,84.15.146.113,Twitch,50.9
13281,84.15.146.113,LinkedIn,213.7
13282,84.15.146.113,QQ,27.5
13283,84.15.146.113,YouTube,488.1
13284,163.96.34.225,Twitch,126.8
13285,163.96.34.225,WeChat,104.0
13286,163.96.34.225,TikTok,275.0
13287,163.96.34.225,QQ,72.9
13288,163.96.34.225,YouTube,609.7
13289,163.96.34.225,Facebook,181.4
13290,163.96.34.225,Pinterest,125.9
13291,233.77.130.181,Facebook Messenger,177.4
13292,233.77.130.181,QQ,81.2
13293,233.77.130.181,LinkedIn,160.9
13294,233.77.130.181,Twitch,133.7
13295,233.77.130.181,Snapchat,350.8
13296,233.77.130.181,Facebook,186.7
13297,249.92.143.231,Pinterest,137.6
13298,249.92.143.231,Facebook Messenger,52.5
13299,249.92.143.231,QQ,30.5
13300,249.92.143.231,YouTube,231.6
13301,249.92.143.231,Twitch,108.2
13302,223.161.114.90,Pinterest,111.4
13303,223.161.114.90,WhatsApp,355.5
13304,223.161.114.90,Twitch,95.4
13305,223.161.114.90,WeChat,76.5
13306,223.161.114.90,Facebook,178.5
13307,223.161.114.90,TikTok,233.5
13308,223.161.114.90,YouTube,440.4
13309,128.158.131.152,Pinterest,100.5
13310,128.158.131.152,WeChat,62.4
13311,128.158.131.152,Instagram,356.0
13312,84.81.241.202,Instagram,241.3
13313,84.81.241.202,YouTube,484.9
13314,84.81.241.202,Pinterest,82.5
13315,6.156.207.37,TikTok,223.4
13316,6.156.207.37,X,173.3
13317,6.156.207.37,WeChat,101.9
13318,6.156.207.37,Instagram,157.4
13319,6.156.207.37,Snapchat,281.4
13320,6.156.207.37,WhatsApp,462.3
13321,6.156.207.37,Facebook Messenger,188.1
13322,189.221.129.192,Facebook,175.7
13323,12.140.182.33,Snapchat,248.2
13324,12.140.182.33,Facebook,131.7
13325,12.140.182.33,QQ,35.7
13326,12.140.182.33,Pinterest,50.4
13327,12.140.182.33,WeChat,106.4
13328,174.145.32.192,Pinterest,106.2
13329,174.145.32.192,X,147.1
13330,174.145.32.192,Facebook,146.4
13331,174.145.32.192,QQ,57.2
13332,174.145.32.192,WhatsApp,302.8
13333,174.145.32.192,LinkedIn,130.2
13334,174.145.32.192,Twitch,89.7
13335,215.250.98.219,YouTube,360.3
13336,215.250.98.219,X,108.9
13337,215.250.98.219,LinkedIn,192.1
13338,215.250.98.219,Facebook,184.7
13339,7.136.32.101,Snapchat,191.8
13340,107.48.252.18,Facebook,100.9
13341,107.48.252.18,LinkedIn,89.4
13342,107.48.252.18,WeChat,112.2
13343,107.48.252.18,X,121.3
13344,107.48.252.18,QQ,41.5
13345,107.48.252.18,Twitch,119.9
13346,107.48.252.18,Snapchat,207.6
13347,107.48.252.18,YouTube,708.7
13348,148.18.92.16,Facebook,176.0
13349,148.18.92.16,WhatsApp,354.1
13350,148.18.92.16,Twitch,100.7
13351,148.18.92.16,X,140.2
13352,148.18.92.16,WeChat,102.8
13353,148.18.92.16,LinkedIn,78.7
13354,211.190.209.223,Pinterest,65.2
13355,198.0.122.75,TikTok,231.6
13356,198.0.122.75,LinkedIn,137.4
13357,198.0.122.75,Twitch,97.8
13358,198.0.122.75,Snapchat,213.7
13359,198.0.122.75,WeChat,65.6
13360,216.122.31.163,Facebook,126.1
13361,216.122.31.163,Instagram,313.9
13362,216.122.31.163,Snapchat,297.2
13363,216.122.31.163,Pinterest,158.6
13364,216.122.31.163,Twitch,102.4
13365,55.224.112.110,QQ,52.5
13366,55.224.112.110,Pinterest,88.0
13367,55.224.112.110,LinkedIn,111.0
13368,55.224.112.110,Twitch,138.2
13369,55.224.112.110,TikTok,247.9
13370,55.224.112.110,Snapchat,304.1
13371,116.164.116.226,Snapchat,262.0
13372,116.164.116.226,YouTube,394.1
13373,116.164.116.226,X,145.1
13374,116.164.116.226,Instagram,186.8
13375,116.164.116.226,Twitch,104.9
13376,217.202.196.170,Twitch,104.3
13377,217.202.196.170,Facebook Messenger,144.0
13378,203.104.22.54,WeChat,58.4
13379,203.104.22.54,TikTok,187.3
13380,203.104.22.54,Snapchat,273.6
13381,203.104.22.54,Facebook Messenger,150.7
13382,203.104.22.54,Instagram,195.7
13383,221.242.114.196,WhatsApp,357.8
13384,221.242.114.196,QQ,47.5
13385,221.242.114.196,Instagram,350.4
13386,221.242.114.196,X,122.2
13387,221.242.114.196,TikTok,161.1
13388,221.242.114.196,Pinterest,119.4
13389,221.242.114.196,YouTube,671.1
13390,239.50.205.179,QQ,59.2
13391,107.189.54.230,YouTube,279.0
13392,107.189.54.230,Snapchat,276.7
13393,107.189.54.230,TikTok,221.6
13394,188.174.46.219,Twitch,147.7
13395,188.174.46.219,Snapchat,172.9
13396,188.174.46.219,X,168.0
13397,188.174.46.219,LinkedIn,145.0
13398,23.15.187.39,YouTube,393.8
13399,23.15.187.39,Snapchat,304.7
13400,204.151.179.106,X,104.7
13401,204.151.179.106,LinkedIn,96.2
13402,204.151.179.106,WeChat,85.3
13403,204.151.179.106,Snapchat,296.8
13404,204.151.179.106,Facebook Messenger,217.7
13405,204.151.179.106,QQ,51.3
13406,204.151.179.106,TikTok,311.1
13407,204.151.179.106,Facebook,183.6
13408,30.183.40.187,QQ,34.6
13409,30.183.40.187,LinkedIn,137.6
13410,30.183.40.187,Facebook,126.5
13411,100.107.82.65,Twitch,94.4
13412,70.123.40.159,QQ,51.1
13413,70.123.40.159,LinkedIn,128.4
13414,70.123.40.159,WhatsApp,265.0
13415,70.123.40.159,Snapchat,327.1
13416,70.123.40.159,Facebook Messenger,165.6
13417,70.123.40.159,Instagram,326.1
13418,70.123.40.159,Facebook,162.6
13419,100.63.153.176,LinkedIn,162.7
13420,100.63.153.176,YouTube,442.7
13421,100.63.153.176,X,151.4
13422,100.63.153.176,Pinterest,93.3
13423,239.184.200.123,YouTube,325.4
13424,239.184.200.123,Twitch,89.5
13425,239.184.200.123,Facebook,131.4
13426,239.184.200.123,Pinterest,83.9
13427,239.184.200.123,X,169.7
13428,239.184.200.123,TikTok,334.6
13429,239.184.200.123,Snapchat,323.7
13430,28.131.16.215,Snapchat,165.0
13431,28.131.16.215,TikTok,381.3
13432,28.131.16.215,Twitch,145.4
13433,28.131.16.215,Facebook Messenger,117.0
13434,28.131.16.215,LinkedIn,108.1
13435,28.131.16.215,WeChat,75.6
13436,28.131.16.215,Instagram,208.4
13437,28.131.16.215,YouTube,531.4
13438,236.187.55.64,Snapchat,275.7
13439,236.187.55.64,LinkedIn,171.1
13440,236.187.55.64,YouTube,541.2
13441,236.187.55.64,Twitch,128.0
13442,236.187.55.64,WhatsApp,311.1
13443,236.187.55.64,Pinterest,113.5
13444,236.187.55.64,Facebook,152.2
13445,83.152.193.50,Instagram,317.9
13446,83.152.193.50,Facebook,184.0
13447,83.152.193.50,Snapchat,162.1
13448,83.152.193.50,Twitch,69.7
13449,83.152.193.50,QQ,54.6
13450,83.152.193.50,Pinterest,112.8
13451,227.1.137.168,X,157.2
13452,227.1.137.168,TikTok,402.5
13453,227.1.137.168,Facebook,150.2
13454,227.1.137.168,Pinterest,108.6
13455,227.1.137.168,Snapchat,261.5
13456,93.222.131.120,Twitch,113.7
13457,93.222.131.120,QQ,70.2
13458,93.222.131.120,Instagram,253.2
13459,93.222.131.120,TikTok,448.2
13460,115.23.109.230,WeChat,138.9
13461,115.23.109.230,WhatsApp,317.5
13462,115.23.109.230,Snapchat,318.8
13463,115.23.109.230,Pinterest,130.8
13464,115.23.109.230,QQ,35.5
13465,115.23.109.230,YouTube,498.5
13466,115.23.109.230,Instagram,313.2
13467,85.43.79.212,X,129.1
13468,85.43.79.212,QQ,42.4
13469,18.56.167.46,Facebook Messenger,93.0
13470,18.56.167.46,LinkedIn,129.8
13471,18.56.167.46,TikTok,322.3
13472,18.56.167.46,X,217.4
13473,150.53.134.94,Facebook Messenger,147.4
13474,150.53.134.94,WeChat,111.8
13475,150.53.134.94,Pinterest,83.4
13476,150.53.134.94,WhatsApp,211.4
13477,150.53.134.94,Snapchat,311.6
13478,3.14.1.142,YouTube,435.7
13479,3.14.1.142,WhatsApp,222.6
13480,189.51.235.26,WeChat,90.8
13481,189.51.235.26,LinkedIn,167.1
13482,189.51.235.26,Pinterest,120.5
13483,189.51.235.26,X,127.4
13484,189.51.235.26,QQ,50.1
13485,189.51.235.26,TikTok,318.7
13486,189.51.235.26,Facebook Messenger,92.3
13487,189.51.235.26,Instagram,349.3
13488,114.186.57.80,X,184.3
13489,114.186.57.80,Facebook Messenger,164.2
13490,114.186.57.80,WeChat,90.7
13491,114.186.57.80,QQ,66.2
13492,114.186.57.80,Twitch,112.8
13493,59.82.204.142,QQ,60.1
13494,59.82.204.142,Snapchat,93.6
13495,59.82.204.142,Facebook,127.2
13496,197.38.61.201,Twitch,93.1
13497,197.38.61.201,Facebook Messenger,137.8
13498,197.38.61.201,Instagram,402.3
13499,197.38.61.201,TikTok,276.9
13500,197.38.61.201,Facebook,131.2
13501,197.38.61.201,Snapchat,285.6
13502,197.38.61.201,WeChat,126.3
13503,197.38.61.201,QQ,47.6
13504,188.51.71.53,QQ,42.0
13505,188.51.71.53,YouTube,636.6
13506,188.51.71.53,X,148.0
13507,188.51.71.53,TikTok,408.3
13508,152.33.245.206,WeChat,103.8
13509,152.33.245.206,Facebook Messenger,150.0
13510,152.33.245.206,QQ,47.8
13511,152.33.245.206,YouTube,514.5
13512,152.33.245.206,Facebook,131.9
13513,152.33.245.206,Instagram,362.0
13514,246.78.125.114,TikTok,169.8
13515,246.78.125.114,Instagram,253.9
13516,246.78.125.114,WeChat,67.0
13517,246.78.125.114,Twitch,91.4
13518,246.78.125.114,LinkedIn,143.4
13519,246.78.125.114,WhatsApp,330.3
13520,241.241.195.147,X,144.8
13521,144.239.235.74,WhatsApp,260.9
13522,144.239.235.74,X,180.9
13523,144.239.235.74,Instagram,32.6
13524,144.239.235.74,LinkedIn,142.9
13525,144.239.235.74,TikTok,279.2
13526,144.239.235.74,WeChat,129.6
13527,144.239.235.74,Facebook Messenger,172.4
13528,178.61.253.127,Pinterest,117.6
13529,178.61.253.127,Instagram,379.0
13530,178.61.253.127,QQ,57.4
13531,178.61.253.127,YouTube,527.2
13532,178.61.253.127,LinkedIn,105.3
13533,178.61.253.127,WeChat,101.7
13534,178.61.253.127,Facebook Messenger,123.3
13535,178.61.253.127,Snapchat,266.6
13536,78.182.189.224,Facebook,194.3
13537,78.182.189.224,YouTube,437.3
13538,157.40.65.57,Instagram,77.1
13539,157.40.65.57,Snapchat,352.4
13540,157.40.65.57,Facebook Messenger,138.7
13541,157.40.65.57,WeChat,96.2
13542,157.40.65.57,LinkedIn,94.6
13543,157.40.65.57,TikTok,217.9
13544,157.40.65.57,X,140.1
13545,157.40.65.57,Twitch,83.7
13546,150.134.180.156,Snapchat,225.8
13547,150.134.180.156,LinkedIn,166.5
13548,55.212.220.95,X,156.6
13549,55.212.220.95,Facebook Messenger,142.1
13550,161.37.242.91,WeChat,96.5
13551,161.37.242.91,LinkedIn,139.6
13552,177.25.240.124,WeChat,103.1
13553,106.63.32.57,YouTube,340.8
13554,106.63.32.57,Facebook,196.1
13555,106.63.32.57,WeChat,112.8
13556,106.63.32.57,Facebook Messenger,120.0
13557,106.63.32.57,LinkedIn,189.9
13558,106.63.32.57,X,185.6
13559,106.63.32.57,Instagram,244.2
13560,106.63.32.57,Snapchat,280.7
13561,236.76.244.176,YouTube,364.9
13562,236.76.244.176,Facebook,165.9
13563,236.76.244.176,QQ,52.5
13564,156.23.139.84,Twitch,102.2
13565,156.23.139.84,WhatsApp,266.2
13566,156.23.139.84,X,170.8
13567,156.23.139.84,YouTube,302.2
13568,156.23.139.84,Instagram,349.6
13569,156.23.139.84,TikTok,239.7
13570,136.208.134.22,Facebook Messenger,164.0
13571,136.208.134.22,Twitch,138.2
13572,136.208.134.22,Facebook,168.0
13573,156.1.171.241,QQ,47.9
13574,156.1.171.241,Instagram,284.0
13575,128.121.97.108,WeChat,130.7
13576,128.121.97.108,LinkedIn,168.6
13577,128.121.97.108,Snapchat,263.2
13578,128.121.97.108,TikTok,223.8
13579,129.77.0.180,Instagram,341.4
13580,129.77.0.180,QQ,39.8
13581,129.77.0.180,TikTok,220.8
13582,129.77.0.180,Facebook Messenger,150.6
13583,129.77.0.180,Pinterest,51.4
13584,129.77.0.180,X,159.3
13585,117.215.134.216,Snapchat,221.9
13586,117.215.134.216,Twitch,115.7
13587,117.215.134.216,QQ,52.4
13588,142.154.51.12,WhatsApp,316.2
13589,142.154.51.12,LinkedIn,172.9
13590,142.154.51.12,Twitch,127.9
13591,142.154.51.12,Snapchat,234.5
13592,142.154.51.12,Pinterest,71.3
13593,142.154.51.12,WeChat,64.4
13594,198.214.110.194,YouTube,511.4
13595,198.214.110.194,Twitch,126.8
13596,198.214.110.194,Pinterest,143.9
13597,198.214.110.194,Facebook,88.9
13598,198.214.110.194,WhatsApp,309.9
13599,175.105.86.175,WhatsApp,284.1
13600,175.105.86.175,LinkedIn,112.7
13601,175.105.86.175,X,128.1
13602,175.105.86.175,Facebook Messenger,149.0
13603,163.66.57.74,YouTube,385.3
13604,163.66.57.74,Twitch,89.4
13605,163.66.57.74,TikTok,444.9
13606,163.66.57.74,Pinterest,94.0
13607,163.66.57.74,Facebook,152.6
13608,205.82.182.98,TikTok,366.6
13609,205.82.182.98,WeChat,80.0
13610,224.127.24.24,Snapchat,102.3
13611,166.250.38.46,Instagram,424.0
13612,166.250.38.46,YouTube,339.1
13613,166.250.38.46,Facebook,160.3
13614,166.250.38.46,LinkedIn,100.5
13615,1.214.199.1,YouTube,482.8
13616,1.214.199.1,WeChat,102.8
13617,1.214.199.1,Snapchat,215.9
13618,148.20.150.224,X,131.6
13619,148.20.150.224,WeChat,37.0
13620,148.20.150.224,Pinterest,99.0
13621,148.20.150.224,Facebook Messenger,116.9
13622,148.20.150.224,Twitch,96.8
13623,92.50.149.144,Instagram,270.3
13624,92.50.149.144,LinkedIn,156.4
13625,92.50.149.144,Pinterest,119.9
13626,92.50.149.144,Snapchat,291.8
13627,92.50.149.144,Facebook,197.2
13628,232.164.176.108,WeChat,118.6
13629,232.164.176.108,Facebook Messenger,96.2
13630,232.164.176.108,QQ,47.0
13631,232.164.176.108,Instagram,258.8
13632,232.164.176.108,Pinterest,92.3
13633,232.164.176.108,YouTube,480.4
13634,249.16.61.224,Facebook,112.5
13635,249.16.61.224,Pinterest,75.2
13636,249.16.61.224,YouTube,314.0
13637,173.30.231.181,LinkedIn,197.4
13638,173.30.231.181,Snapchat,105.1
13639,173.30.231.181,YouTube,576.5
13640,173.30.231.181,WhatsApp,272.3
13641,173.30.231.181,Instagram,362.1
13642,173.30.231.181,TikTok,341.5
13643,173.30.231.181,Facebook Messenger,165.6
13644,110.31.61.90,X,165.5
13645,110.31.61.90,Pinterest,105.2
13646,110.31.61.90,TikTok,277.7
13647,110.31.61.90,Instagram,195.0
13648,30.245.89.136,TikTok,326.0
13649,30.245.89.136,YouTube,429.7
13650,30.245.89.136,X,114.6
13651,30.245.89.136,Snapchat,249.1
13652,30.245.89.136,WhatsApp,255.3
13653,87.154.114.112,Facebook,138.6
13654,87.154.114.112,Facebook Messenger,90.5
13655,87.154.114.112,X,150.6
13656,87.154.114.112,YouTube,610.4
13657,87.154.114.112,Pinterest,97.0
13658,87.154.114.112,WhatsApp,274.8
13659,35.173.142.14,YouTube,490.2
13660,43.4.106.68,Facebook Messenger,123.6
13661,43.4.106.68,Facebook,102.4
13662,43.4.106.68,Twitch,80.5
13663,43.4.106.68,LinkedIn,143.7
13664,43.4.106.68,TikTok,342.0
13665,63.1.185.1,YouTube,565.0
13666,63.1.185.1,Instagram,241.3
13667,63.1.185.1,WeChat,98.5
13668,63.1.185.1,Facebook Messenger,155.7
13669,63.1.185.1,X,144.6
13670,63.1.185.1,Facebook,164.7
13671,223.234.135.45,Instagram,357.6
13672,223.234.135.45,X,130.3
13673,1.50.118.151,WeChat,120.7
13674,1.50.118.151,YouTube,240.4
13675,1.50.118.151,QQ,24.5
13676,1.50.118.151,TikTok,326.0
13677,1.50.118.151,Facebook Messenger,129.2
13678,1.50.118.151,WhatsApp,210.9
13679,137.125.209.69,WhatsApp,342.2
13680,137.125.209.69,Facebook Messenger,153.6
13681,137.125.209.69,Snapchat,437.5
13682,137.125.209.69,QQ,51.2
13683,233.115.52.36,Pinterest,91.8
13684,233.115.52.36,TikTok,290.1
13685,233.115.52.36,Instagram,384.6
13686,233.115.52.36,Facebook Messenger,135.5
13687,233.115.52.36,WeChat,89.7
13688,233.115.52.36,WhatsApp,302.5
13689,233.115.52.36,X,101.3
13690,233.115.52.36,QQ,45.3
13691,169.3.134.97,LinkedIn,149.4
13692,169.3.134.97,X,169.1
13693,169.3.134.97,Pinterest,111.4
13694,104.32.216.39,WhatsApp,334.3
13695,104.32.216.39,LinkedIn,205.4
13696,232.32.18.142,QQ,59.5
13697,232.32.18.142,Facebook Messenger,178.6
13698,232.32.18.142,YouTube,493.3
13699,232.32.18.142,WhatsApp,354.3
13700,2.33.42.19,Facebook,189.3
13701,184.20.155.37,YouTube,555.5
13702,184.20.155.37,TikTok,387.8
13703,184.20.155.37,Twitch,126.4
13704,184.20.155.37,Facebook,173.5
13705,184.20.155.37,Snapchat,241.3
13706,121.19.194.230,Facebook,144.9
13707,121.19.194.230,Facebook Messenger,157.8
13708,121.19.194.230,Pinterest,108.5
13709,121.19.194.230,Instagram,242.0
13710,121.19.194.230,WhatsApp,335.9
13711,121.19.194.230,QQ,59.7
13712,121.19.194.230,YouTube,482.0
13713,140.55.108.5,QQ,47.5
13714,140.55.108.5,Facebook,122.2
13715,140.55.108.5,Instagram,276.7
13716,83.93.100.164,QQ,57.5
13717,83.93.100.164,WeChat,98.3
13718,83.93.100.164,Snapchat,202.4
13719,83.93.100.164,WhatsApp,372.8
13720,83.93.100.164,Facebook,181.9
13721,83.93.100.164,Twitch,95.2
13722,83.93.100.164,Facebook Messenger,149.9
13723,83.93.100.164,TikTok,327.4
13724,120.182.135.230,LinkedIn,139.5
13725,120.182.135.230,Facebook,130.2
13726,120.182.135.230,Snapchat,152.9
13727,120.182.135.230,X,156.6
13728,120.182.135.230,TikTok,253.6
13729,27.142.192.6,Instagram,243.1
13730,27.142.192.6,Snapchat,307.4
13731,27.142.192.6,LinkedIn,121.9
13732,27.142.192.6,WeChat,130.4
